SOURCE OF WATER,WATER SYSTEM,PFAS RESULT,POTENTIAL PFAS USER,INDICATOR SCORE,DISTANCE
SWP,FLORENCE WATER & SEWER,NS,SAFRAN LANDING SYSTEMS KENTUCKY LLC,25,5.4828426
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,STOODY CO,25,5.474224928
SWP,CHRISTIAN CO WATER DISTRICT,NS,MSSC-US,50,5.472041761
GWP,NEW CASTLE WATER WORKS,NS,LIBERTAS COPPER LLC,50,5.454712209
SWP,KENTUCKY AMERICAN WATER- MILLERSBURG,NS,CERADYNE INC A 3M CO,25,5.45022358
SWP,KENTUCKY AMERICAN WATER - EASTERN ROCKCA,NS,CERADYNE INC A 3M CO,25,5.45022358
SWP,EAST PENDLETON WATER DISTRICT,NS,DARLING INGREDIENTS INC,25,5.448871486
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,COMMONWEALTH AGRI-ENERGY LLC,100,5.438495256
SWP,BOONE-FLORENCE WATER COMMISSION,NS,KUSTOM GROUP,100,5.438403697
SWP,FLORENCE WATER & SEWER,NS,KUSTOM GROUP,100,5.438403697
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,KELLEY TECHNICAL COATINGS INC,100,5.436917734
SWP,CANEYVILLE MUNICIPAL WATER WORKS,NS,ESCUE WOOD PRESERVING INC,50,5.435361371
SWP,BOONE CO WATER & SEWER DISTRICT,NS,GREIF PACKAGING LLC,50,5.434401256
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,SHERWIN-WILLIAMS CO,100,5.426574215
GW,CAMP TURNABOUT,NS,DIVERSIFIED STRUCTURAL COMPOSITES,50,5.392886001
SWP,MONTGOMERY CO WATER DISTRICT #1,NS,KEY OIL CO MOUNT STERLING BULK PLANT,75,5.376309567
SW,ASHLAND WATER WORKS,25,CATLETTSBURG REFINING LLC,75,5.372995831
SW,FRANKLIN WATER WORKS,NS,BANDO USA INC,50,5.370428915
SW,GEORGETOWN MUNICIPAL WATER SERVICE,11.08,AICHI FORGE USA INC,50,5.368785102
SWP,HANSON WATER SYSTEM,NS,ELECTRO CYCLE INC,50,5.351572374
SWP,WEST SHELBY WATER DISTRICT,NS,KATAYAMA AMERICAN CO INC,25,5.347038372
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,HAUSNER HARD-CHROME OF KENTUCKY,50,5.339069171
SW,ALBANY WATER WORKS,NS,EQUITY GROUP KENTUCKY DIV LLC PROCESSING PLANT,25,5.332219971
SWP,CHRISTIAN CO WATER DISTRICT,NS,FREUDENBERG HOPKINSVILLE KY SITE,50,5.328570764
SWP,LEVEE RD WATER ASSOCIATION INC,NS,COOPER STANDARD AUTOMOTIVE,50,5.324703777
SW,RUSSELL WATER COMPANY,22.33,VEOLIA WURTLAND PLANT,100,5.309338947
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,KOBE ALUMINUM AUTOMOTIVE PRODUCTS LLC,50,5.308891294
GW,POTTERS RANCH,NS,BENDA-LUTZ CORP,100,5.30766681
SW,BARBOURVILLE UTILITIES,2.42,JACKSON WWS INC,25,5.304115908
SW,FRANKLIN WATER WORKS,NS,HENNESSY INDUSTRIES INC BADA DIV,25,5.293484622
SWP,KENTUCKY AMERICAN WATER- MILLERSBURG,NS,SCHNEIDER ELECTRIC USA INC,25,5.29227494
SWP,KENTUCKY AMERICAN WATER - EASTERN ROCKCA,NS,SCHNEIDER ELECTRIC USA INC,25,5.29227494
SW,ASHLAND WATER WORKS,25,AK STEEL CORP,50,5.288344161
SWP,OAK GROVE UTILITIES OFFICE,NS,U S SMOKELESS TOBACCO CO EAGLE ONE,25,5.275852497
SW,CADIZ MUNICIPAL WATER CO,ND,TRANSCRAFT CORP,25,5.275309327
GWP,LAGRANGE UTILITIES COMMISSION,NS,SAFETY-KLEEN SYSTEMS INC,25,5.270745497
SWP,WEST SHELBY WATER DISTRICT,NS,REVERE PACKAGING LLC,50,5.256653366
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,HENDRICK SCREEN CO,50,5.248413574
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,BYK USA INC,50,5.235193496
SWP,NORTH HOPKINS WATER DISTRICT,NS,ELECTRO CYCLE INC,50,5.225868824
SWP,FORT CAMPBELL,NS,U S SMOKELESS TOBACCO CO EAGLE ONE,25,5.21169554
SW,RUSSELL WATER COMPANY,22.33,PREGIS INNOVATIVE PACKAGING INC,50,5.211117178
SWP,PARKSVILLE WATER DISTRICT,NS,DENYO MANUFACTURING CORP,25,5.19767715
GWP,NEW CASTLE WATER WORKS,NS,STEEL TECHNOLOGIES LLC,50,5.194769569
GW,GARRISON QUINCY HEIGHTS WATER DISTRICT,NS,SUPERIOR VANCEBURG COMPOSITES LLC,50,5.186172336
SW,FRANKLIN WATER WORKS,NS,HOLLEY PERFORMANCE PRODUCTS,25,5.17807717
GWP,EMINENCE WATER WORKS,NS,SAFETY-KLEEN SYSTEMS INC,25,5.177968269
GW,CARROLLTON UTILITIES,ND,CERTAINEED GYPSUM,50,5.175721651
GWP,WEST CARROLL WATER DISTRICT - CARROLLTON,NS,CERTAINEED GYPSUM,50,5.175721651
GWP,GRAYSON UTILITY COMMISSION,NS,CERTAINEED GYPSUM,50,5.175721651
GWP,WEST CARROLL WATER DISTRICT- HENRY CO #2,NS,CERTAINEED GYPSUM,50,5.175721651
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,CLARIANT CORP 12TH STREET FACILITY,100,5.173710442
SW,HARTFORD MUNICIPAL WATER WORKS,NS,NEO INDUSTRIES (KENTUCKY) INC,50,5.162926387
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,ZEOCHEM LLC,100,5.153040999
SW,ASHLAND WATER WORKS,25,FEDERAL CORRECTIONAL INSTITUTION ASHLAND KY,25,5.136973232
SWP,EARLINGTON WATER & SEWER,NS,AHLSTROM-MIUNKSJO FILTRATION LLC,25,5.136497398
SWP,LIVERMORE WATER WORKS,NS,THE MUHLENBERG COUNTY COAL CO - PRIDE MINE,75,5.132679634
GW,BIRKLE WATER SUPPLY,ND,TRANSCRAFT CORP,25,5.112133114
GW,CAMP TURNABOUT,NS,SAFRAN LANDING SYSTEMS KENTUCKY LLC,25,5.10575413
SWP,CHRISTIAN CO WATER DISTRICT,NS,GRUPO ANTOLIN KENTUCKY,25,5.066887522
GW,CAMP TURNABOUT,NS,KUSTOM GROUP,100,5.065839502
SW,HARTFORD MUNICIPAL WATER WORKS,NS,MCHENRY BRASS INC,50,5.056657538
GW,CAMP TURNABOUT,NS,LYONS EAST,50,5.047358315
SW,NICHOLASVILLE WATER DEPARTMENT,NS,MCKECHNIE VEHICLE COMPONETS,25,5.039639968
SW,OHIO COUNTY WATER DISTRICT,NS,NEO INDUSTRIES (KENTUCKY) INC,50,5.025438105
GW,RECOVERY WORKS,NS,PILGRIM'S PRIDE CORP MAYFIELD KY FEED MILL,25,5.021895032
GW,GALLATIN COUNTY WATER DISTRICT-Plant A,ND,NUCOR STEEL GALLATIN LLC,50,5.018434417
SWP,KENTUCKY AMERICAN WATER- MILLERSBURG,NS,TRANE INGERSOLL RAND,25,5.010779254
SWP,KENTUCKY AMERICAN WATER - EASTERN ROCKCA,NS,TRANE INGERSOLL RAND,25,5.010779254
SWP,NORTH MCLEAN CO WATER DISTRICT,NS,THE MUHLENBERG COUNTY COAL CO - PRIDE MINE,75,5.008374195
SW,OHIO COUNTY WATER DISTRICT,NS,MCHENRY BRASS INC,50,5.004691348
SWP,HANSON WATER SYSTEM,NS,AHLSTROM-MIUNKSJO FILTRATION LLC,25,4.995680205
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,HINES PRECISION INC,50,4.988902635
SWP,LEVEE RD WATER ASSOCIATION INC,NS,MASCO CABINETRY LLC (FORMERLY MASCO BUILDER CABINET GROUP),25,4.967379717
GWP,CLOVERPORT WATER & SEWER SYSTEM,NS,DOMTAR PAPER CO LLC HAWESVILLE MILL,25,4.962517024
SW,RICHMOND UTILITIES,NS,US ARMY BLUE GRASS ARMY DEPOT,25,4.962487618
SW,VERSAILLES WATER SYSTEM,NS,YOKOHAMA INDUSTRIES AMERICAS INC,25,4.956393816
GW,ELLIS PARK RACE COURSE,NS,INTERNATIONAL PAPER - HENDERSON MILL,25,4.953669569
SW,MAYSVILLE UTILITY COMMISSION,36.73,SPURLOCK POWER STATION,25,4.933287419
SWP,DRAKESBORO WATER DEPARTMENT,NS,US TVA PARADISE FOSSIL PLANT,25,4.904251227
SWP,GUTHRIE WATER WORKS,NS,KOPPERS INC (GUTHRIE),50,4.897158603
SW,LOUISVILLE WATER COMPANY-Crescent Hill,9.66,TRI-STATE PLATING INC,50,4.89424304
SW,VERSAILLES WATER SYSTEM,NS,YOKOHAMA INDUSTRIES AMERICAS (SEALANT DIV),100,4.889787009
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,DART POLYMERS INC,100,4.888026195
SW,HENDERSON WATER UTILITY/NORTH,14.03,HYDRO ALUMINUM METALS USA LLC,50,4.878875817
SW,HENDERSON WATER UTILITY/SOUTH,ND,HYDRO ALUMINUM METALS USA LLC,50,4.878875817
SW,WILMORE WATER WORKS,NS,SARGENT & GREENLEAF,50,4.871462181
SWP,BOONE CO WATER & SEWER DISTRICT,NS,OBARA CORP USA,25,4.867390577
SWP,BRONSTON WATER ASSOCIATON INC,NS,UGN INC,25,4.835548917
SWP,WEST SHELBY WATER DISTRICT,NS,GREENFIELD GLOBAL USA INC,100,4.82598664
GW,KEVIL WATER DEPARTMENT,ND,US DOE PADUCAH SITE,25,4.80624291
GW,WESTERN MASON CO WATER DISTRICT,NS,SPURLOCK POWER STATION,25,4.794801026
SWP,BRONSTON WATER ASSOCIATON INC,NS,AHF PRODUCTS,50,4.786585396
SWP,FARMDALE WATER DISTRICT,NS,FLORIDA TILE INC,50,4.77019852
SW,NICHOLASVILLE WATER DEPARTMENT,NS,SARGENT & GREENLEAF,50,4.756317272
SWP,KENTUCKY AMERICAN WATER- MILLERSBURG,NS,FORTERRA CONCRETE INDUSTRIES INC - LEXINGTON,50,4.75493861
SWP,KENTUCKY AMERICAN WATER - EASTERN ROCKCA,NS,FORTERRA CONCRETE INDUSTRIES INC - LEXINGTON,50,4.75493861
SW,CENTRAL CITY WATER & SEWER,1.21,KENAMERICAN RESOURCES INC,75,4.74982167
SWP,BOONE CO WATER & SEWER DISTRICT,NS,GE ALSTOM POWER,50,4.743304318
SWP,LAKE VILLAGE WATER ASSOCIATION,NS,HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC-HK,25,4.740909856
SWP,REID VILLAGE WATER DISTRICT,NS,COOPER STANDARD AUTOMOTIVE,50,4.725665476
GW,OWENSBORO MUNICIPAL UTILITIES-Cavin Plant,2.13,OWENSBORO GRAIN BIODIESEL LLC,100,4.712988158
SWP,MULDRAUGH WATER DEPARTMENT,NS,US ARMY GARRISON FORT KNOX,25,4.705592465
SWP,SIMPSON COUNTY WATER DISTRICT,NS,FRITZ WINTER,50,4.696422969
SW,PERDUE FARMS INC,1.01,NEO INDUSTRIES (KENTUCKY) INC,50,4.681809269
GWP,S E DAVIESS CO WATER DISTRICT,NS,VALOR LLC,75,4.680131828
GWP,WEST DAVIESS CO WATER DISTRICT,NS,VALOR LLC,75,4.680131828
GWP,S E DAVIESS CO WATER DISTRICT,NS,HUNTER DOUGLAS,50,4.629087574
GWP,WEST DAVIESS CO WATER DISTRICT,NS,HUNTER DOUGLAS,50,4.629087574
SW,MCCREARY COUNTY WATER DISTRICT,NS,MCCREARY US PENITENTARY,25,4.62879054
SW,WILMORE WATER WORKS,NS,MCKECHNIE VEHICLE COMPONETS,25,4.584313415
SW,HENDERSON WATER UTILITY/NORTH,14.03,EASTERN ALLOYS OF KENTUCKY,50,4.562353937
SW,HENDERSON WATER UTILITY/SOUTH,ND,EASTERN ALLOYS OF KENTUCKY,50,4.562353937
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT,25,4.541773718
SW,ALBANY WATER WORKS,NS,SUN POOLS INC,50,4.52518333
GWP,HARDIN WATER DEPARTMENT,NS,MOUSER CUSTOM CABINETRY,25,4.514644309
SWP,FLATWOODS WATER COMPANY,NS,VEOLIA WURTLAND PLANT,100,4.501144384
SW,WILMORE WATER WORKS,NS,DONALDSON CO INC,25,4.494755543
SWP,PARKSVILLE WATER DISTRICT,NS,LSC COMMUNICATIONS /DANVILLE,25,4.492896293
SWP,BOONE CO WATER & SEWER DISTRICT,NS,BOGE RUBBER & PLASTICS USA LLC,50,4.485960069
SWP,WEST SHELBY WATER DISTRICT,NS,BEKAERT CORP,50,4.477205666
SWP,BURGIN WATER DEPARTMENT,NS,HITACHI AUTOMOTIVE SYSTEMS AMERICAS INC-HK,25,4.47504591
GW,CAMP TURNABOUT,NS,GE ALSTOM POWER,50,4.468028194
SWP,BOONE CO WATER & SEWER DISTRICT,NS,3M CO HEBRON,100,4.468012484
SWP,REID VILLAGE WATER DISTRICT,NS,MASCO CABINETRY LLC (FORMERLY MASCO BUILDER CABINET GROUP),25,4.446859047
SWP,NORTH LOGAN WATER DISTRICT,NS,LOGAN ALUMINUM INC,50,4.437923856
SWP,RUSSELLVILLE MUN WATER WORKS,NS,LOGAN ALUMINUM INC,50,4.437923856
SW,HENDERSON WATER UTILITY/NORTH,14.03,BRENNTAG MID-SOUTH INC,100,4.437036022
SW,HENDERSON WATER UTILITY/SOUTH,ND,BRENNTAG MID-SOUTH INC,100,4.437036022
SW,NORTHERN KENTUCKY WATER DISTRICT Memorial PKWY WTP,5.75,INTERPLASTIC CORP-FORT WRIGHT,100,4.434864926
SW,VERSAILLES WATER SYSTEM,NS,YKK (USA) INC SNAP & BUTTON PRODUCTS,50,4.414636786
SWP,EAST LOGAN WATER DISTRICT,NS,DARLING INGREDIENTS INC,25,4.392477932
SW,NORTHERN KENTUCKY WATER DISTRICT FT Thomas WTP,11.9,INTERPLASTIC CORP-FORT WRIGHT,100,4.387457742
SWP,CHRISTIAN CO WATER DISTRICT,NS,EMHART TEKNOLOGIES,50,4.361427631
SWP,FLATWOODS WATER COMPANY,NS,PREGIS INNOVATIVE PACKAGING INC,50,4.359113509
SW,BURNSIDE WATER COMPANY,NS,UGN INC,25,4.347866754
SWP,SIMPSON COUNTY WATER DISTRICT,NS,KEY OIL SUPPLY,75,4.344230306
SWP,BOONE CO WATER & SEWER DISTRICT,NS,MEYER TOOL INC,25,4.327994996
GW,NORTH MARSHALL WATER DISTRICT #1,NS,3A COMPOSITES USA INC,50,4.323078225
SWP,POWELL VALLEY WATER DISTRICT,NS,MERIDIAN BRICK - STANTON PLANT,50,4.311952324
GW,CAMP TURNABOUT,NS,OBARA CORP USA,25,4.288654128
SW,FOUR RIVERS NUCLEAR PARTNERSHIP,NS,US DOE PADUCAH SITE,25,4.281982606
SWP,SOUTHEASTERN WATER ASSOC/NELSON VALLEY,NS,AHF PRODUCTS,50,4.216721685
GW,CARROLLTON UTILITIES,ND,DOW SILICONES CORP,100,4.205106462
GWP,WEST CARROLL WATER DISTRICT - CARROLLTON,NS,DOW SILICONES CORP,100,4.205106462
GWP,GRAYSON UTILITY COMMISSION,NS,DOW SILICONES CORP,100,4.205106462
GWP,WEST CARROLL WATER DISTRICT- HENRY CO #2,NS,DOW SILICONES CORP,100,4.205106462
SWP,WARREN COUNTY WATER DISTRICT,NS,BANDO USA INC,50,4.201710288
SW,HARDIN COUNTY WATER DISTRICT #2,12.97,FORTERRA CONCRETE INDUSTRIES INC - ELIZABETHTOWN,50,4.183586154
GWP,HARDIN WATER DEPARTMENT,NS,FORTERRA CONCRETE INDUSTRIES INC - ELIZABETHTOWN,50,4.176260938
SWP,BOONE-FLORENCE WATER COMMISSION,NS,DIVERSIFIED STRUCTURAL COMPOSITES,50,4.172827112
SWP,FLORENCE WATER & SEWER,NS,DIVERSIFIED STRUCTURAL COMPOSITES,50,4.172827112
SWP,CENTERTOWN WATER SYSTEM,NS,BIG RIVERS ELECTRIC CORP WILSON STATION,25,4.147495364
GW,CAMP TURNABOUT,NS,MEYER TOOL INC,25,4.102643612
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,METALSA SA DE CV,25,4.09556993
SWP,PARKSVILLE WATER DISTRICT,NS,MEGGITT AIRCRAFT BRAKING SYSTEMS KENTUCKY CORP,25,4.092479647
GW,CAITLAN & FRIENDS,NS,KENTUCKY UTILITIES CO - E W BROWN STATION,25,4.090194398
SW,GREENVILLE UTILITIES COMMISSION,NS,US ARMY NATIONAL GUARD WENDELL FORD TRAINING CENTER RANGES,25,4.084554482
SWP,LIVERMORE WATER WORKS,NS,BIG RIVERS ELECTRIC CORP WILSON STATION,25,4.083799078
SW,BURNSIDE WATER COMPANY,NS,AHF PRODUCTS,50,4.068794613
GW,RIVER RIDGE PARK INC,NS,DUKE ENERGY KENTUCKY INC - EAST BEND GENERATING STATION,25,4.066366858
SW,MAYSVILLE UTILITY COMMISSION,36.73,GREEN TOKAI CO - MAYSVILLE,25,4.053291047
SWP,CHRISTIAN CO WATER DISTRICT,NS,SUPERIOR GRAPHITE CO,50,4.045726656
SW,BLUE GRASS ARMY DEPOT,NS,ENERSYS DELAWARE INC,25,4.028551494
SW,HENDERSON WATER UTILITY/NORTH,14.03,GIBBS DIE CASTING CORP,50,4.00276694
SW,HENDERSON WATER UTILITY/SOUTH,ND,GIBBS DIE CASTING CORP,50,4.00276694
SWP,WEST MCCRACKEN CO WATER DISTRICT,17.35,US TVA SHAWNEE FOSSIL PLANT,25,3.985872397
SWP,WALTON WATERWORKS DEPARTMENT,NS,KUSTOM GROUP,100,3.979671018
SWP,NORTH MCLEAN CO WATER DISTRICT,NS,BIG RIVERS ELECTRIC CORP WILSON STATION,25,3.954725015
SWP,BOONE CO WATER & SEWER DISTRICT,NS,ROBERT BOSCH AUTOMOTIVE STEERING LLC,25,3.947231882
SWP,SO ANDERSON WATER DISTRICT,NS,FLORIDA TILE INC,50,3.943751853
SWP,NORTH HOPKINS WATER DISTRICT,NS,JLOK CORP,100,3.941705415
SWP,WALTON WATERWORKS DEPARTMENT,NS,SAFRAN LANDING SYSTEMS KENTUCKY LLC,25,3.933686971
SWP,CITY OF WEST POINT,NS,US ARMY GARRISON FORT KNOX,25,3.931368804
SWP,KIRKSVILLE WATER ASSOCIATION,NS,ENERSYS DELAWARE INC,25,3.929924987
SWP,MADISON CO UTILITIES DISTRICT,NS,ENERSYS DELAWARE INC,25,3.929924987
SW,RICHMOND UTILITIES,NS,OKONITE CO INC,25,3.928746334
SW,LAUREL CO WATER DISTRICT #2,2.71,BORDEN DAIRY,25,3.894659841
SW,MAYSVILLE UTILITY COMMISSION,36.73,INTERNATIONAL PAPER,25,3.875060991
SWP,CENTERTOWN WATER SYSTEM,NS,THE MUHLENBERG COUNTY COAL CO - PRIDE MINE,75,3.8659855
SWP,SEBREE WATER DEPARTMENT,NS,CENTURY ALUMINUM SEBREE LLC,50,3.863356135
SWP,LAKE VILLAGE WATER ASSOCIATION,NS,CORNING INC,50,3.851045968
SWP,BURGIN WATER DEPARTMENT,NS,KENTUCKY UTILITIES CO - E W BROWN STATION,25,3.840151567
SWP,WARREN COUNTY WATER DISTRICT,NS,GENERAL MOTORS LLC BOWLING GREEN ASSEMBLY PLANT,25,3.822116251
GWP,S E DAVIESS CO WATER DISTRICT,NS,MODERN WELDING CO OF OWENSBORO INC,50,3.817553898
GWP,WEST DAVIESS CO WATER DISTRICT,NS,MODERN WELDING CO OF OWENSBORO INC,50,3.817553898
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,TRAD NA INC,25,3.812501801
SW,GEORGETOWN MUNICIPAL WATER SERVICE,11.08,TOYOTA MOTOR MANUFACTURING KENTUCKY INC,25,3.811676487
SWP,BOONE-FLORENCE WATER COMMISSION,NS,BENDA-LUTZ CORP,100,3.803743871
SWP,FLORENCE WATER & SEWER,NS,BENDA-LUTZ CORP,100,3.803743871
SWP,HENDERSON COUNTY WATER DISTRICT,NS,HYDRO ALUMINUM METALS USA LLC,50,3.791189185
SWP,WORTHINGTON MUNICIPAL WATER WORKS,4.9,AK STEEL CORP,50,3.77564391
SWP,BIG SANDY WATER DISTRICT,NS,CALGON CARBON CORP,100,3.775558834
SWP,WALTON WATERWORKS DEPARTMENT,NS,LYONS EAST,50,3.762794935
GW,POTTERS RANCH,NS,KUSTOM GROUP,100,3.761345894
SWP,SIMPSON COUNTY WATER DISTRICT,NS,EQUITY GROUP - KENTUCKY DIV LLC FEED MILL,25,3.751719269
SWP,NORTH NELSON WATER DISTRICT,NS,TOWER AUTOMOTIVE INC,25,3.748187293
SWP,NORTH NELSON WATER DISTRICT,NS,TOWER AUTOMOTIVE,25,3.730130064
SW,HARDIN COUNTY WATER DISTRICT #2,12.97,MOUSER CUSTOM CABINETRY,25,3.727919484
SWP,WESTERN PULASKI CO WATER DISTRICT,NS,AHF PRODUCTS,50,3.718640198
GW,POTTERS RANCH,NS,SAFRAN LANDING SYSTEMS KENTUCKY LLC,25,3.718434718
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,BANDO USA INC,50,3.716887709
SWP,SOUTHEASTERN WATER ASSOC/NELSON VALLEY,NS,UGN INC,25,3.7057666
GW,HAWESVILLE WATER WORKS,ND,CENTURY ALUMINUM OF KENTUCKY,50,3.698266048
SWP,WEST MCCRACKEN CO WATER DISTRICT,17.35,US DOE PADUCAH SITE,25,3.69311594
SW,HENDERSON WATER UTILITY/NORTH,14.03,TEKNOR COLOR COMPANY/TEKNOR PE RFORMANCE ELASTOMERS,100,3.693003032
SW,HENDERSON WATER UTILITY/SOUTH,ND,TEKNOR COLOR COMPANY/TEKNOR PE RFORMANCE ELASTOMERS,100,3.693003032
SWP,SIMPSON COUNTY WATER DISTRICT,NS,TOYO AUTOMOTIVE PARTS (USA) INC,50,3.68498824
SW,MADISONVILLE LIGHT & WATER,3.3,JLOK CORP,100,3.684761021
GW,DOMTAR PAPER BLEACHED PULP,NS,DOMTAR PAPER CO LLC HAWESVILLE MILL,25,3.677519081
GW,DOMTAR PAPER CORRUGATED ME,NS,DOMTAR PAPER CO LLC HAWESVILLE MILL,25,3.677519081
GWP,S E DAVIESS CO WATER DISTRICT,NS,OWENSBORO GRAIN CO LLC,25,3.676664815
GWP,WEST DAVIESS CO WATER DISTRICT,NS,OWENSBORO GRAIN CO LLC,25,3.676664815
SW,DANVILLE CITY WATER WORKS,NS,MEGGITT AIRCRAFT BRAKING SYSTEMS KENTUCKY CORP,25,3.672809938
SW,BOWLING GREEN MUNICIPAL UTILITIES,ND,HENNESSY INDUSTRIES INC BADA DIV,25,3.648553736
GW,CARROLL CO WATER DISTRICT-Ghent,1.09,NUCOR STEEL GALLATIN LLC,50,3.63617994
SW,HENDERSON WATER UTILITY/NORTH,14.03,SONOCO PRODUCTS,50,3.628117742
SW,HENDERSON WATER UTILITY/SOUTH,ND,SONOCO PRODUCTS,50,3.628117742
SW,NORTHERN KENTUCKY WATER DISTRICT Memorial PKWY WTP,5.75,MPLX TERMINALS LLC - COVINGTON KY TERMINAL,75,3.626406371
GW,CAITLAN & FRIENDS,NS,CORNING INC,50,3.624070038
GW,CAMP TURNABOUT,NS,BENDA-LUTZ CORP,100,3.615386363
SW,SOMERSET WATER SERVICE,NS,AHF PRODUCTS,50,3.582053444
SWP,OAK GROVE UTILITIES OFFICE,NS,US ARMY FORT CAMPBELL,25,3.57727131
SW,NORTHERN KENTUCKY WATER DISTRICT FT Thomas WTP,11.9,MPLX TERMINALS LLC - COVINGTON KY TERMINAL,75,3.576503732
GWP,NEW CASTLE WATER WORKS,NS,SAFETY-KLEEN SYSTEMS INC,25,3.56383523
SWP,CAVELAND ENVIRONMENTAL AUTHORITY,NS,KENTUCKY CHROME WORKS,50,3.558003586
GWP,DEXTER ALMO HEIGHTS WATER DISTRICT,NS,PELLA CORP - MURRAY OPERATIONS,50,3.554820259
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,PLYMOUTH ENGINEERED SHAPES,50,3.550525898
SWP,WORTHINGTON MUNICIPAL WATER WORKS,4.9,VEOLIA WURTLAND PLANT,100,3.549990291
SWP,SEBREE WATER DEPARTMENT,NS,TYSON CHICKEN INC PROCESSING & RENDERING,25,3.548703112
SWP,CUMBERLAND FALLS HIGHWAY WATER DISTRICT,NS,CTA ACOUSTICS INC,25,3.540569993
SWP,RACELAND WATER SYSTEM,NS,AK STEEL CORP,50,3.539361515
SWP,CLAY CITY WATER SYSTEM,NS,MERIDIAN BRICK - STANTON PLANT,50,3.53774439
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,MSSC-US,50,3.510624195
GW,OWENSBORO MUNICIPAL UTILITIES,6.87,DARAMIC LLC,50,3.506944745
SWP,CLAY WATER WORKS,NS,MERIDIAN BRICK - STANTON PLANT,50,3.505313804
GW,DOMTAR PAPER BLEACHED PULP,NS,CENTURY ALUMINUM OF KENTUCKY,50,3.500691499
GW,DOMTAR PAPER CORRUGATED ME,NS,CENTURY ALUMINUM OF KENTUCKY,50,3.500691499
SWP,ISLAND WATER DEPARTMENT,NS,PERDUE FARMS INC LIVERMORE FEEDMILL,25,3.485203994
SWP,WORTHINGTON MUNICIPAL WATER WORKS,4.9,PREGIS INNOVATIVE PACKAGING INC,50,3.483923376
SW,MT STERLING WATER WORKS,NS,COOPER STANDARD AUTOMOTIVE,50,3.466903355
SWP,HENDERSON COUNTY WATER DISTRICT,NS,EASTERN ALLOYS OF KENTUCKY,50,3.461665726
SW,HENDERSON WATER UTILITY/NORTH,14.03,AUDUBON METALS LLC,50,3.459445352
SW,HENDERSON WATER UTILITY/SOUTH,ND,AUDUBON METALS LLC,50,3.459445352
SW,NORTHERN KENTUCKY WATER DISTRICT FT Thomas WTP,11.9,CONTINENTAL SILVER GROVE LLC,50,3.458045418
GW,HAWESVILLE WATER WORKS,ND,DOMTAR PAPER CO LLC HAWESVILLE MILL,25,3.443006164
SWP,LEVEE RD WATER ASSOCIATION INC,NS,KEY OIL CO MOUNT STERLING BULK PLANT,75,3.424863626
GW,POTTERS RANCH,NS,LYONS EAST,50,3.411142269
GWP,DEXTER ALMO HEIGHTS WATER DISTRICT,NS,VANDERBILT CHEMICALS LLC-MURRAY DIV,100,3.403473467
SW,NORTHERN KENTUCKY WATER DISTRICT Memorial PKWY WTP,5.75,CONTINENTAL SILVER GROVE LLC,50,3.400849396
SW,RICHMOND UTILITIES,NS,RICHMOND AUTO PARTS TECHNOLOGY,25,3.399660874
SW,RICHMOND UTILITIES,NS,AGC FLAT GLASS N AMERICA INC,50,3.379136386
SWP,RACELAND WATER SYSTEM,NS,VEOLIA WURTLAND PLANT,100,3.371465277
SWP,CUMBERLAND FALLS HIGHWAY WATER DISTRICT,NS,KOWA KENTUCKY  INC,50,3.371244485
SW,HOPKINSVILLE WATER ENVIRONMENT AUTHORITY,NS,FREUDENBERG HOPKINSVILLE KY SITE,50,3.367720719
SWP,BURGIN WATER DEPARTMENT,NS,CORNING INC,50,3.349482002
GWP,S E DAVIESS CO WATER DISTRICT,NS,DART POLYMERS INC,100,3.349035458
GWP,WEST DAVIESS CO WATER DISTRICT,NS,DART POLYMERS INC,100,3.349035458
SWP,HENDERSON COUNTY WATER DISTRICT,NS,BRENNTAG MID-SOUTH INC,100,3.338306739
SW,MADISONVILLE LIGHT & WATER,3.3,GE AVIATION,25,3.337453909
SW,DANVILLE CITY WATER WORKS,NS,LSC COMMUNICATIONS /DANVILLE,25,3.324551881
GW,JONATHAN CREEK WATER DISTRICT,NS,3A COMPOSITES USA INC,50,3.322592213
